name,artist,,,tags,,year,,,,,,,,,
Sister Ann,The Gories,,,punk_rock,,1991,,,,,,,,,
Common Henry,Amanda Jenssen,,,"alternative, pop, female_vocalists, jazz, soul",,2009,,,,,,,,,
Left In The Dark,Meat Loaf,,,"rock, classic_rock, hard_rock",,2011,,,,,,,,,
Give Yourself A Chance,Raised Fist,,,hardcore,,2001,,,,,,,,,
To Everlasting Oblivion,L'Âme Immortelle,,,"female_vocalists, gothic",,2004,,,,,,,,,
Hell in a Handbasket,Voltaire,,,,,2007,,,,,,,,,
St Germain,Vanessa Paradis,,,"female_vocalists, jazz, lounge",,2009,,,,,,,,,
"Mixed Up, Shook Up Girl",Mink DeVille,,,"rock, pop, singer_songwriter",,1997,,,,,,,,,
Ash,Luna Mortis,,,"death_metal, progressive_metal, melodic_death_metal",,2009,,,,,,,,,
Metallic Storm,Hellhammer,,,"black_metal, thrash_metal",,2008,,,,,,,,,
You've Got A Cold,10cc,,,"rock, classic_rock, 70s, male_vocalists",,2001,,,,,,,,,
Soulful Christmas,Faith Evans,,,female_vocalists,,2012,,,,,,,,,
Take Your Pain Away,Eurythmics,,,"rock, pop, 80s, new_wave, synthpop",,1986,,,,,,,,,
Fire And Mercy,William Orbit,,,"electronic, alternative_rock, instrumental, new_wave",,1996,,,,,,,,,
Back To The Rivers Of Belief: Way To Eternity/Hallelujah/The Rivers Of Belief (Medley),Enigma,,,new_age,,1991,,,,,,,,,
Mindless Violence,The Partisans,,,punk,,1992,,,,,,,,,
Wind And The Mountain,Liz Phair,,,"rock, female_vocalists, singer_songwriter",,2005,,,,,,,,,
Communion,Sanctuary,,,"heavy_metal, thrash_metal, power_metal",,1990,,,,,,,,,
Heuchler,Saltatio Mortis,,,,,2002,,,,,,,,,
Life In London,Pat Travers,,,"rock, classic_rock, guitar, blues_rock",,2005,,,,,,,,,
The Duelists,Iron Maiden,,,heavy_metal,,1984,,,,,,,,,
Nach Haus,Bosse,,,"rock, indie, pop, indie_rock, singer_songwriter, german",,2011,,,,,,,,,
Out of Sight Out of Mind,Napalm Death,,,"metal, death_metal, grindcore",,2010,,,,,,,,,
I Met Your Mercy,Remy Shand,,,"jazz, soul",,2002,,,,,,,,,
Hang Up,The Cramps,,,,,2003,,,,,,,,,
The Innocent Age,Dan Fogelberg,,,singer_songwriter,,1997,,,,,,,,,
Hey Pretty (Drive-By 2001 Mix),Poe,,,"rock, alternative, female_vocalists, mellow",,2004,,,,,,,,,
Alles Wird Gut,Enno Bunger,,,"singer_songwriter, german",,2010,,,,,,,,,
Happiness Togetherness,Heatwave,,,soul,,1978,,,,,,,,,
Front Street,Swollen Members,,,hip_hop,,2009,,,,,,,,,
The Old Man And Me,J.J. Cale,,,"70s, country, blues_rock",,1974,,,,,,,,,
Immersion,Persephone,,,female_vocalists,,2004,,,,,,,,,
Koma,Lacrimosa,,,"german, gothic_metal, gothic",,2009,,,,,,,,,
Fama Tuba,Helium Vola,,,"electronic, industrial, gothic",,2001,,,,,,,,,
Ghettoloch,Sido,,,hip_hop,,2005,,,,,,,,,
El Son Reggae,Les Nubians,,,french,,2003,,,,,,,,,
By Balloon or Sinking Ship,Jordan O'Jordan,,,"rock, alternative, indie, pop, alternative_rock, folk, indie_rock, singer_songwriter, blues, acoustic, indie_pop, country, male_vocalists, love, beautiful, 00s, mellow",,2007,,,,,,,,,
Stilberatung (Restsexualität),PeterLicht,,,"singer_songwriter, chill",,2008,,,,,,,,,
O Come All Ye Faithful,Faith Evans,,,soul,,2005,,,,,,,,,
A Pagan Place,The Waterboys,,,,,1994,,,,,,,,,
Third World Genocide,Extreme Noise Terror,,,"punk, grindcore",,1995,,,,,,,,,
Slogans,Steve Hackett,,,"progressive_rock, guitar",,2011,,,,,,,,,
Panacea,Greyboy,,,soundtrack,,1989,,,,,,,,,
The Fall Of Man,Matthew Good Band,,,"rock, male_vocalists",,2001,,,,,,,,,
"10,000 Birds of Black Hot Fire",Eagle Twin,,,doom_metal,,2009,,,,,,,,,
Little Toy Brain,Gov't Mule,,,"blues, chill, blues_rock",,2004,,,,,,,,,
Don't Let Me Go,Modern Talking,,,"pop, dance, 80s, german",,1999,,,,,,,,,
Psychomodo,Steve Harley & Cockney Rebel,,,"alternative, 70s",,1998,,,,,,,,,
Crazy People,Luna,,,,,1992,,,,,,,,,
Cockles,These Are Powers,,,experimental,,2008,,,,,,,,,
Duress,Black Moon,,,"rap, 90s, hip_hop",,2005,,,,,,,,,
I'm Alone,Teach-In,,,pop,,2005,,,,,,,,,
How Can I?,Steve Hackett,,,progressive_rock,,1978,,,,,,,,,
Crow Hymn,Eagle Twin,,,doom_metal,,2009,,,,,,,,,
Platinum Spider,Fila Brazillia,,,electronic,,2009,,,,,,,,,
Fallen From Grace,Heart,,,"classic_rock, hard_rock, 80s",,2014,,,,,,,,,
To Our Continuing Friendship,Tap Tap,,,indie,,2006,,,,,,,,,
4 The 1,Mario Vazquez,,,rnb,,2006,,,,,,,,,
Luces Sensacional,Los Látigos,,,,,2005,,,,,,,,,
Waymore's Blues,J.J. Cale,,,"rock, blues_rock",,2007,,,,,,,,,
Food,Chezidek,,,reggae,,2014,,,,,,,,,
The Vision,Aceyalone,,,hip_hop,,1998,,,,,,,,,
Call of the Wild,Heart,,,"female_vocalists, classic_rock, hard_rock",,2014,,,,,,,,,
Y ladi wen,Artesia,,,,,2009,,,,,,,,,
An Early Spring,June Madrona,,,"alternative, indie, pop, female_vocalists, alternative_rock, folk, indie_rock, instrumental, singer_songwriter, chillout, blues, acoustic, american, indie_pop, country, downtempo, male_vocalists, love, beautiful, 00s, guitar, mellow, chill",,2006,,,,,,,,,
Male Bonding,KASMs,,,"rock, alternative, indie, alternative_rock, classic_rock, experimental, punk, 80s, british, 90s, new_wave, post_punk, 00s, guitar",,2010,,,,,,,,,
Captain Future,Christian Bruhn,,,soundtrack,,2005,,,,,,,,,
Festival Of The Goddess,David Arkenstone,,,new_age,,2004,,,,,,,,,
So Far Away (Live),Carole King,,,female_vocalists,,2005,,,,,,,,,
Winter Wind,Jon Schmidt,,,"piano, new_age",,2003,,,,,,,,,
Shake Shake Shake,Shaggy,,,reggae,,2002,,,,,,,,,
Broken Soul,Brand New Sin,,,hard_rock,,2006,,,,,,,,,
My Life In The Suicide Ranks,Tears for Fears,,,new_wave,,1996,,,,,,,,,
Half Your Angels,Crosby & Nash,,,"rock, classic_rock, acoustic, mellow",,2004,,,,,,,,,
An Old Foundry Fable,Jordan O'Jordan,,,"rock, alternative, indie, pop, alternative_rock, folk, indie_rock, singer_songwriter, blues, acoustic, indie_pop, country, love, beautiful, 00s, mellow",,2007,,,,,,,,,
Frog,All,,,"punk_rock, 90s",,1990,,,,,,,,,
Send Out for Sunshine,Heatwave,,,"soul, funk",,1978,,,,,,,,,
Ride Into The Sun,Luna,,,,,2006,,,,,,,,,
II,Khlyst,,,dark_ambient,,2006,,,,,,,,,
L'Air Du Temps,Vanessa Paradis,,,,,2002,,,,,,,,,
Noche De Rumberos,Los Titanes,,,,,2012,,,,,,,,,
Cause,Icicle,,,drum_and_bass,,2009,,,,,,,,,
White Honey,Graham Parker,,,,,1988,,,,,,,,,
He's A Runner,"Blood, Sweat & Tears",,,70s,,1970,,,,,,,,,
If You Want A Mother,Gretchen Wilson,,,country,,2007,,,,,,,,,
Where The Streets Have No Name,Tony Allen,,,cover,,2008,,,,,,,,,
Maniac [re-recorded Version],Hellhammer,,,"metal, black_metal, thrash_metal",,2008,,,,,,,,,
Pajaritos y pajarracos,Hidrogenesse,,,"electronic, instrumental",,2007,,,,,,,,,
Capo,Sen Dog,,,hip_hop,,2010,,,,,,,,,
Keine Ahnung,Shaban & Käptn Peng,,,"rock, electronic, alternative, indie, pop, alternative_rock, punk, indie_rock, singer_songwriter, dance, soul, acoustic, german, hip_hop, funk, reggae, techno, electro, synthpop, chill",,2012,,,,,,,,,
Tanz die Revolution (Der Single Mix),Frozen Plasma,,,"electronic, industrial",,2008,,,,,,,,,
Eisbaer,Groovezone,,,techno,,2010,,,,,,,,,
In Your Soul,Corey Hart,,,"rock, pop, 80s, pop_rock",,1992,,,,,,,,,
Imagine That,Melissa Etheridge,,,"rock, female_vocalists, singer_songwriter, american",,2007,,,,,,,,,
Home for the Holidays,Destiny's Child,,,,,2001,,,,,,,,,
VI,Khlyst,,,dark_ambient,,2006,,,,,,,,,
The Universe Listened,Melissa Etheridge,,,"rock, female_vocalists, singer_songwriter",,2007,,,,,,,,,
Lonely Island,Wishbone Ash,,,"rock, progressive_rock, 70s, male_vocalists",,1976,,,,,,,,,
Fehlfunktion,Seelenkrank,,,,,2006,,,,,,,,,
Underground (Edit),Ben Folds Five,,,alternative,,1996,,,,,,,,,
Sweet Jesus,Barclay James Harvest,,,"rock, classic_rock, progressive_rock, 70s",,1975,,,,,,,,,
Notturno,Luca Turilli's Rhapsody,,,"metal, dance, chillout, classical, rap, soundtrack, japanese, hip_hop, emo, j_pop, new_age",,2015,,,,,,,,,
Shrink The Distance,Citizen Fish,,,,,2001,,,,,,,,,
Brian Boru,Cécile Corbel,,,"rock, alternative, indie, pop, female_vocalists, metal, jazz, ambient, experimental, folk, singer_songwriter, dance, chillout, classical, rap, soundtrack, acoustic, japanese, hip_hop, new_wave, piano, emo, beautiful, synthpop, gothic_metal, gothic, noise, avant_garde, new_age",,2012,,,,,,,,,
Kun joulu on,Antony Parviainen,,,metal,,2006,,,,,,,,,
Einmal ist Keinmal,Yvonne Catterfeld,,,pop,,2004,,,,,,,,,
VII,Khlyst,,,dark_ambient,,2006,,,,,,,,,
VIII,Khlyst,,,,,2006,,,,,,,,,
Minne Und Treue,Helium Vola,,,"electronic, folk, german, electro, love, synthpop",,2001,,,,,,,,,
Lonesome Suzie,"Blood, Sweat & Tears",,,,,1970,,,,,,,,,
Shine on Ruby Mountain,Kenny Rogers,,,country,,2012,,,,,,,,,
Love And Death,The Waterboys,,,,,1993,,,,,,,,,
Crucifixion [re-recorded Version],Hellhammer,,,"metal, black_metal, thrash_metal",,2008,,,,,,,,,
Vision Of Nowness,The Go-Go's,,,"rock, pop, female_vocalists, 80s",,2001,,,,,,,,,
In The Park,Count Alert with Lyn Taitt & The Baba Brooks Band,,,,,1956,,,,,,,,,
Laat Me Niet Alleen,Liesbeth List,,,folk,,1997,,,,,,,,,
Estaba en Llamas Cuando Me Acosté,Charly García,,,,,1996,,,,,,,,,
That's What You Always Say,Luna,,,alternative_rock,,2006,,,,,,,,,
Shadow Winds,Excel,,,"metal, hardcore, thrash_metal",,2016,,,,,,,,,
Midnight Dancer,Wishbone Ash,,,"classic_rock, progressive_rock, 70s, male_vocalists",,1977,,,,,,,,,
Life Is Hard,Timbuk 3,,,"alternative, singer_songwriter, post_punk",,1986,,,,,,,,,
Throw Your Life Away,Werle & Stankowski,,,"electronic, alternative, indie, chillout, acoustic, indie_pop, chill",,2004,,,,,,,,,
What Chu Want,Sticky Fingaz,,,hip_hop,,2000,,,,,,,,,
Post War Saturday Echo,Quatermass,,,"rock, progressive_rock, 70s",,1970,,,,,,,,,
By The Time I Get To Phoenix,Oscar Peterson,,,jazz,,1999,,,,,,,,,
Soul Shoes,Graham Parker,,,"rock, singer_songwriter",,1997,,,,,,,,,
Viva Forever (Tony Rich Remix),Spice Girls,,,"pop, female_vocalists",,1998,,,,,,,,,
Fourteen,John Most,,,"alternative, indie, experimental, avant_garde",,2006,,,,,,,,,
Christmas Morning,Jon Schmidt,,,"indie, ambient, instrumental, chillout, classical, soundtrack, piano, american, downtempo, beautiful, cover, mellow, chill, new_age",,1997,,,,,,,,,
Vesuvius 79 A.D.,Triumvirat,,,"classic_rock, progressive_rock",,2002,,,,,,,,,
100 Games Of Solitaire,Concrete Blonde,,,"rock, alternative, female_vocalists",,1994,,,,,,,,,
Rolling in the Sand,Papas Fritas,,,"american, indie_pop",,1997,,,,,,,,,
I Wanna Be By Your Side,Syreeta,,,"female_vocalists, soul, 70s",,2004,,,,,,,,,
Black Christmas,MDC,,,punk,,1991,,,,,,,,,
Tel Aviv,Nagel,,,"rock, electronic, alternative, indie, pop, punk, indie_rock, singer_songwriter, soul, acoustic, german, hip_hop, electro",,2011,,,,,,,,,
Tomorrow Will Be,Discount,,,,,1996,,,,,,,,,
If I had a Face,MDC,,,,,1991,,,,,,,,,
Bésame,Thalía,,,"pop, female_vocalists",,2013,,,,,,,,,
Point of No Return,Stasis,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2009,,,,,,,,,
Fallen Foster,Bettie Serveert,,,"rock, indie, female_vocalists, indie_rock, indie_pop",,1997,,,,,,,,,
Massacred And Dismembered Culture,MDC,,,,,1982,,,,,,,,,
Makin' Out,Mark Owen,,,"pop, british, love, britpop",,2005,,,,,,,,,
Zoopathia,Stille Volk,,,"experimental, folk, progressive_rock, avant_garde",,1998,,,,,,,,,
Luna Mecanica,Stille Volk,,,"alternative, indie, alternative_rock, experimental, folk, indie_rock, psychedelic, progressive_metal, post_punk, pop_rock, avant_garde",,2008,,,,,,,,,
Tears of blood,Jack or Jive,,,"pop, female_vocalists, japanese, j_pop, new_age",,2004,,,,,,,,,
Exuvie Bizarre,Stille Volk,,,"alternative, indie, singer_songwriter, psychedelic, progressive_metal",,1998,,,,,,,,,
Born to be Wild,Kim Wilde,,,cover,,2004,,,,,,,,,
Feel It Burn,Kim Mitchell,,,"pop, classic_rock, pop_rock, blues_rock",,1984,,,,,,,,,
Jabberwocky,Erutan,,,"electronic, alternative, indie, pop, female_vocalists, metal, folk, dance, acoustic, reggae, indie_pop, love, synthpop, gothic_metal, dark_ambient, pop_rock, blues_rock, drum_and_bass, ska",,2018,,,,,,,,,
Lamento,Santa Sabina,,,female_vocalists,,2011,,,,,,,,,
All The Things That Are Left Behind,Blue Rodeo,,,,,2009,,,,,,,,,
In The Jungle,Hugh Masekela,,,"jazz, soul, funk",,1998,,,,,,,,,
Massive Blur,Melissa Ferrick,,,"female_vocalists, singer_songwriter",,1997,,,,,,,,,
She Wants Me,Dru Hill,,,"pop, soul, rnb",,2010,,,,,,,,,
Crazy Horse,John Trudell,,,,,2014,,,,,,,,,
Portrait of a Cigarette,Discount,,,,,2002,,,,,,,,,
Speak Softly Love,"Harry Connick, Jr.",,,jazz,,2001,,,,,,,,,
The North Wind,David Arkenstone,,,new_age,,1996,,,,,,,,,
Contemporary Chick Con Song,Steamhammer,,,"rock, classic_rock, 60s, blues_rock",,1969,,,,,,,,,
Bla Bla Bla (Abbentenza mix),Gigi D'Agostino,,,"90s, house",,2014,,,,,,,,,
Dance on the Vulcano,Triumvirat,,,progressive_rock,,2002,,,,,,,,,
Symphony In The Space,Patrick Moraz,,,"classic_rock, progressive_rock",,1976,,,,,,,,,
Where Does Rosie Go,Kenny Rogers,,,country,,2006,,,,,,,,,
Johnny Carl Morton,Steamhammer,,,"classic_rock, 70s, blues_rock",,2011,,,,,,,,,
Waiting Around,Idle Sons,,,"rock, alternative",,2006,,,,,,,,,
Sun In My Eyes,Feline,,,"rock, alternative, female_vocalists, alternative_rock",,1998,,,,,,,,,
Never Look Back,Blue Rodeo,,,,,2009,,,,,,,,,
I Saw Her Standing There,The Tubes,,,"rock, alternative_rock, hard_rock, progressive_rock, 70s, male_vocalists, guitar, blues_rock",,1978,,,,,,,,,
Goodbye Ellie,John Carpenter,,,,,2007,,,,,,,,,
Few Too Many,Julia Fordham,,,"pop, female_vocalists, folk",,1988,,,,,,,,,
Waiting For The World,Blue Rodeo,,,,,2009,,,,,,,,,
Hilferuf,Dorfdisko,,,"rock, electronic, alternative, indie, pop, female_vocalists, alternative_rock, folk, punk, indie_rock, singer_songwriter, dance, soul, rap, punk_rock, acoustic, hip_hop, funk, new_wave, house, reggae, trip_hop, indie_pop, downtempo, guitar, idm, cover, chill",,2006,,,,,,,,,
Schnee von gestern,Thomas Godoj,,,"rock, german",,2012,,,,,,,,,
Miller Street,Discount,,,,,2002,,,,,,,,,
El camino,Callaghan,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, punk, indie_rock, hard_rock, 80s, classical, blues, acoustic, funk, male_vocalists, emo, grunge, cover, pop_rock, chill, blues_rock",,2010,,,,,,,,,
The Knife (2004 Remix),Genesis,,,"classic_rock, progressive_rock",,2004,,,,,,,,,
Candice,Blue Rodeo,,,,,2009,,,,,,,,,
Bird With Broken Wing,Don Francisco,,,,,1987,,,,,,,,,
Théâtrophone Abscons,Stille Volk,,,"alternative, indie, alternative_rock, experimental, indie_rock, psychedelic, avant_garde",,1998,,,,,,,,,
Born To Be Blue,Steve Miller,,,,,1973,,,,,,,,,
Love Is A Gangsta,Teena Marie,,,"female_vocalists, soul",,2006,,,,,,,,,
And When You Wake Up,Blue Rodeo,,,,,2009,,,,,,,,,
Little Bit Less,Idle Sons,,,,,2006,,,,,,,,,
Me the Spy,Discount,,,,,2002,,,,,,,,,
I Can't Tell You,Discount,,,,,2002,,,,,,,,,
Antiseptic,Discount,,,punk,,2002,,,,,,,,,
Lightforce,Eftos!rx,,,"synthpop, cover",,2011,,,,,,,,,
This Rooms Regular,Discount,,,,,2002,,,,,,,,,
Gigolo,NIHAO?,,,"rock, electronic, alternative, indie, pop, alternative_rock, punk, indie_rock, singer_songwriter, soul, punk_rock, acoustic, german, hip_hop, funk, reggae, techno, electro, synthpop, cover, ska",,2010,,,,,,,,,
Dying Rose,Cleopatra,,,"pop, female_vocalists, british, soul, rnb",,1998,,,,,,,,,
Like That Girl,Fatty Koo,,,,,2005,,,,,,,,,
Stuck On Amber,The Argonauts,,,"indie, indie_pop",,2007,,,,,,,,,
Donde Quiera Que Estés,Malú,,,"female_vocalists, beautiful",,1998,,,,,,,,,
I Can't Help You,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
Kill Fix Demo,Discount,,,,,2002,,,,,,,,,
Shinin' On,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
I Can't See You,Aemen,,,"alternative, indie",,1997,,,,,,,,,
Won't Drag Me Down,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
Da Bomb,DFC,,,"punk, hardcore, thrash_metal",,1994,,,,,,,,,
Candy Andy Jane,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
In Mourning,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
Het Is Over,Liesbeth List,,,,,2006,,,,,,,,,
There Were Times,André Wall,,,singer_songwriter,,2012,,,,,,,,,
Shadows/Light,Supershine,,,"rock, electronic, alternative, indie, pop, metal, alternative_rock, classic_rock, ambient, experimental, punk, indie_rock, hard_rock, instrumental, black_metal, death_metal, heavy_metal, hardcore, industrial, blues, metalcore, psychedelic, post_rock, american, post_punk, indie_pop, doom_metal, gothic_metal, grunge, gothic, noise, grindcore, nu_metal",,2000,,,,,,,,,
Gas Money,Inner City Unit,,,punk_rock,,1982,,,,,,,,,
Pigeon,Aemen,,,"alternative, indie, alternative_rock, indie_rock, indie_pop, britpop",,1997,,,,,,,,,
I Still Love You,Rob Lutes,,,,,2006,,,,,,,,,
More And More,NORA&LEO,,,"rock, electronic, alternative, indie, pop, female_vocalists, experimental, punk, indie_rock, singer_songwriter, soul, chillout, rap, punk_rock, acoustic, psychedelic, german, hip_hop, funk, new_wave, house, reggae, techno, electro, indie_pop, country, downtempo, synthpop, guitar, idm, cover, chill",,2010,,,,,,,,,
Beaten Down,The Priddle Concern,,,indie_rock,,2012,,,,,,,,,
Circumstance,Stasis,,,"rock, metal, post_rock, post_punk, doom_metal, grindcore",,2014,,,,,,,,,
Junction,NORA&LEO,,,"rock, electronic, alternative, indie, pop, female_vocalists, alternative_rock, experimental, folk, punk, indie_rock, singer_songwriter, dance, soul, chillout, rap, soundtrack, punk_rock, acoustic, psychedelic, post_rock, hip_hop, funk, new_wave, house, reggae, trip_hop, techno, electro, country, downtempo, synthpop, idm, cover, chill, ska",,2010,,,,,,,,,
Der Brief,Krach,,,"rock, electronic, alternative, indie, pop, alternative_rock, folk, punk, indie_rock, singer_songwriter, dance, soul, rap, acoustic, german, hip_hop, funk, new_wave, house, reggae, trip_hop, electro, indie_pop, guitar, idm, cover, chill",,2004,,,,,,,,,
In The Woods,NORA&LEO,,,"rock, electronic, alternative, indie, pop, female_vocalists, alternative_rock, experimental, folk, punk, indie_rock, singer_songwriter, dance, 80s, progressive_rock, soul, chillout, rap, soundtrack, punk_rock, acoustic, psychedelic, post_rock, german, hip_hop, funk, house, trip_hop, techno, electro, indie_pop, downtempo, synthpop, russian, guitar, idm, cover, chill, ska",,2010,,,,,,,,,
Jukebox,NORA&LEO,,,"rock, electronic, alternative, pop, female_vocalists, experimental, folk, punk, indie_rock, singer_songwriter, soul, chillout, soundtrack, acoustic, psychedelic, post_rock, german, hip_hop, funk, new_wave, house, trip_hop, electro, country, downtempo, synthpop, cover, chill, ska",,2010,,,,,,,,,
Posers,Sykotik Sinfoney,,,"rock, alternative_rock",,2008,,,,,,,,,
Crying Out Loud,The Breakpoint Method,,,"rock, metal, progressive_rock, punk_rock",,2013,,,,,,,,,
Hell City,Altar Of Dagon,,,"metal, hard_rock, heavy_metal, doom_metal",,2009,,,,,,,,,
Banana,Robby Roadsteamer,,,alternative,,2006,,,,,,,,,
Seeing is Believing,Scream Daisy,,,"rock, alternative, indie, alternative_rock, indie_rock",,2007,,,,,,,,,
Nothing More,Crowbar,,,"metal, doom_metal",,1996,,,,,,,,,
What Does It Take,Swimming The Nile,,,,,1991,,,,,,,,,
Preamble,Kalliope,,,"electronic, pop, female_vocalists, instrumental, industrial, hip_hop, techno, 60s, male_vocalists, oldies, synthpop, dark_ambient, grindcore, nu_metal",,2008,,,,,,,,,
Do You Love Me Now,The Breeders,,,"rock, alternative, indie, female_vocalists, alternative_rock, 90s",,1993,,,,,,,,,
Ballad Of Peter Pumpkinhead,XTC,,,"rock, alternative, 90s, new_wave",,1996,,,,,,,,,
Nur ein Spiel,Kool Savas,,,"rap, hip_hop, ska",,2007,,,,,,,,,
Awesome Fucker,MC Chris,,,,,2009,,,,,,,,,
Yasmin,Fettes Brot,,,"rap, hip_hop",,2005,,,,,,,,,
Reykjavik,Chapeau Claque,,,"electronic, chillout, synthpop",,2007,,,,,,,,,
"Abuse myself, i wanna die",GG Allin,,,"japanese, emo, j_pop",,1995,,,,,,,,,
Open the Door,King Dude,,,"black_metal, japanese, emo, grindcore, j_pop",,2014,,,,,,,,,
Birds of Death,Diamanda Galás,,,"pop, black_metal, japanese, power_metal, emo, gothic_metal, russian, symphonic_metal, j_pop",,1988,,,,,,,,,
Double-Barrel Prayer,Diamanda Galás,,,"pop, black_metal, japanese, power_metal, emo, gothic_metal, russian, symphonic_metal, j_pop, avant_garde",,1988,,,,,,,,,
Leuchtfeuer,EMMA6,,,"rock, electronic, alternative, indie, pop, punk, german",,2011,,,,,,,,,
I Ain't Going Nowhere,Jr. Walker & The All Stars,,,soul,,2009,,,,,,,,,
Artémis,Diamanda Galás,,,"experimental, japanese, emo, j_pop",,1988,,,,,,,,,
Let's Not Chat About Despair,Diamanda Galás,,,"pop, female_vocalists, black_metal, japanese, emo, russian, j_pop",,1988,,,,,,,,,
Shine Your Light,King Dude,,,"pop, female_vocalists, dance, rap, japanese, hip_hop, rnb, emo, gothic_metal, symphonic_metal, j_pop, new_age",,2016,,,,,,,,,
Prendre l'air,Shy'm,,,"pop, female_vocalists, dance, french",,2010,,,,,,,,,
Sweet Georgia Brown,Brother Bones & His Shadows,,,jazz,,2013,,,,,,,,,
Baby's Insane,Diamanda Galás,,,"pop, female_vocalists, japanese, emo, j_pop, avant_garde",,1994,,,,,,,,,
Interlude (Time),Diamanda Galás,,,"pop, experimental, japanese, power_metal, emo, gothic_metal, symphonic_metal, j_pop, avant_garde",,2008,,,,,,,,,
Es Fehlte Was Im 2ten Karton,Turbostaat,,,,,2007,,,,,,,,,
The Lord Is My Shepherd,Diamanda Galás,,,"black_metal, japanese, emo, russian, j_pop",,1988,,,,,,,,,
Down So Low,Diamanda Galás,,,"pop, female_vocalists, japanese, power_metal, emo, gothic_metal, symphonic_metal, j_pop",,2008,,,,,,,,,
Heaven Have Mercy,Diamanda Galás,,,"japanese, emo, j_pop",,2008,,,,,,,,,
Melodie,EMMA6,,,"alternative, indie, pop, singer_songwriter, german, techno",,2011,,,,,,,,,
Suitcases,Dara Maclean,,,"rock, alternative, indie, pop, metal, classic_rock, folk, dance, 80s, hardcore, british, rap, 90s, german, new_wave, trance, house, techno, post_punk, electro, emo, beautiful, french, russian, noise, swedish, grindcore, new_age, ska",,2012,,,,,,,,,
Slow Heart,The Dance Inc.,,,"rock, electronic, alternative, indie, pop, alternative_rock, folk, punk, indie_rock, singer_songwriter, soul, rap, soundtrack, acoustic, german, hip_hop, house, reggae, trip_hop, electro, indie_pop, guitar, idm, chill",,2007,,,,,,,,,
Disco Dance With You,Teki Latex,,,"dance, french",,2007,,,,,,,,,
Forget Me,Sally Dige,,,"female_vocalists, new_wave, post_punk",,2013,,,,,,,,,
Dumb Luck,Red Line Chemistry,,,"rock, hard_rock, guitar",,2011,,,,,,,,,
Bells Are Ringing,Darling Parade,,,"female_vocalists, pop_rock",,2013,,,,,,,,,
Alles Gute,EMMA6,,,"rock, alternative, indie, pop, punk, indie_rock, singer_songwriter, soul, german, hip_hop, techno",,2011,,,,,,,,,
In these places,Roken Is Dodelijk,,,"rock, alternative, indie, folk, french",,2008,,,,,,,,,
En Attendant,Carmen Maria Vega,,,"female_vocalists, french",,2009,,,,,,,,,
Keep it Gangsta,Kool Savas,,,"rock, electronic, alternative, alternative_rock, punk, indie_rock, hard_rock, singer_songwriter, dance, acoustic, german, hip_hop, funk, reggae, techno, electro, love, 00s, synthpop, cover, chill, blues_rock",,2002,,,,,,,,,
Foxy Girls In Oakland,Rodger Collins,,,funk,,2005,,,,,,,,,
This Is My Happy Hour,The Scientists,,,"rock, 80s, post_punk, noise",,2010,,,,,,,,,
Roll 'Em Pete,Joe Turner & Pete Johnson,,,"blues, piano",,1979,,,,,,,,,
Der Don,Eko Fresh,,,,,2003,,,,,,,,,
Still Get By,The Long Ryders,,,,,1984,,,,,,,,,
